time,irradiance,temperature,voltage,current,power,source_site,weather_condition,source_file,date,irradiance_rolling_std,operating_scenario
2023-01-01 12:57:00,394.79,2.6423,117.79,3.5511,358.16,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,49.53894603527433,moderate
2023-01-01 12:58:00,411.72,2.6487,117.73,3.6785,374.57,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.15533358186879,moderate
2023-01-01 12:59:00,410.9,2.6496,117.55,3.6664,374.29,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,47.01689050097911,moderate
2023-01-01 13:00:00,384.82,2.6577,117.32,3.4628,345.42,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,46.51097148600033,moderate
2023-01-01 13:01:00,360.21,2.6988,117.31,3.2792,321.95,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,46.12895800543053,moderate
2023-01-01 13:02:00,354.31,2.7431,117.58,3.2234,314.82,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,44.86837621097548,moderate
2023-01-01 13:03:00,372.68,2.7297,117.61,3.3602,333.53,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,40.767036719109825,moderate
2023-01-01 13:04:00,405.16,2.6829,117.88,3.5723,362.16,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,34.26765631793215,moderate
2023-01-01 13:05:00,364.73,2.6729,117.63,3.2902,324.12,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,28.956891161075824,moderate
2023-01-01 13:06:00,372.28,2.7047,117.48,3.3815,335.85,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,22.344386149121604,moderate
2023-01-01 13:07:00,388.45,2.6636,117.58,3.5304,353.58,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,19.009628938542093,moderate
2023-01-01 13:08:00,389.45,2.7197,117.6,3.523,355.14,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,18.58171174646394,moderate
2023-01-01 13:09:00,329.32,2.7157,117.36,3.0569,291.17,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,22.762352209192763,moderate
2023-01-01 13:10:00,311.92,2.6832,117.33,2.9421,274.16,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,28.431820670980095,moderate
2023-01-01 13:11:00,319.03,2.6112,117.32,3.0116,283.91,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.830670564277042,moderate
2023-01-01 13:12:00,330.43,2.6096,117.29,3.0423,288.87,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,32.76477713875809,moderate
2023-01-01 13:13:00,294.44,2.6152,117.17,2.8122,255.78,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,35.2379077266583,moderate
2023-01-01 13:14:00,298.8,2.5393,117.43,2.8671,263.17,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,35.37896305245209,moderate
2023-01-01 13:15:00,300.68,2.4475,117.5,2.8856,264.44,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,36.4137699229303,moderate
2023-01-01 13:16:00,302.83,2.3961,117.45,2.9179,269.05,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,37.81549558933176,moderate
2023-01-01 13:17:00,314.34,2.2804,117.58,3.0114,282.26,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,38.31377219747624,moderate
2023-01-01 13:18:00,335.82,2.2052,117.43,3.1501,301.82,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,37.20916800749012,moderate
2023-01-01 13:19:00,357.11,2.149,117.52,3.2643,319.33,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,32.738342279935274,moderate
2023-01-01 13:20:00,391.82,2.1444,117.7,3.5053,351.89,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,35.21000078441063,moderate
2023-01-01 13:21:00,392.75,2.1365,117.64,3.5321,356.05,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,37.073055059283604,moderate
2023-01-01 13:22:00,362.8,2.1689,117.59,3.312,326.77,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,35.07535312926956,moderate
2023-01-01 13:23:00,343.45,2.1348,117.45,3.179,306.59,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.880996235257197,moderate
2023-01-01 13:24:00,327.06,2.1079,117.45,3.0674,291.34,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.90176996134806,moderate
2023-01-01 13:25:00,320.77,2.1292,117.41,3.0417,289.37,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.579757953173978,moderate
2023-01-01 13:26:00,333.67,2.148,117.44,3.133,301.5,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.348886028664523,moderate
2023-01-01 13:27:00,344.72,2.0033,117.32,3.1948,312.05,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,31.456604227473633,moderate
2023-01-01 13:28:00,360.89,1.9828,117.46,3.3362,329.04,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,30.022568526901278,moderate
2023-01-01 13:29:00,325.75,1.9476,117.63,3.0503,291.1,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,28.184402677470683,moderate
2023-01-01 13:30:00,323.71,1.9365,117.61,3.04,288.74,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.40425952289674,moderate
2023-01-01 13:31:00,293.27,1.9389,117.32,2.8324,257.41,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,27.52189678887059,moderate
2023-01-01 13:32:00,282.93,1.9539,117.16,2.7678,248.45,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,30.768855821618246,moderate
2023-01-01 13:33:00,265.51,1.9919,117.18,2.6352,230.51,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,36.275938791962346,moderate
2023-01-01 14:13:00,273.43,1.5485,117.45,2.7356,244.55,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,40.54425927304773,moderate
2023-01-01 14:14:00,307.84,1.4711,117.48,2.9565,276.6,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,49.91294581569111,moderate
2023-01-01 14:15:00,316.28,1.4047,117.54,3.0188,286.4,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,56.64624585551921,moderate
2023-01-01 14:16:00,324.69,1.3888,117.65,3.0668,294.4,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,61.524864427784486,moderate
2023-01-01 14:17:00,324.5,1.3367,117.57,3.0778,294.67,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,63.992991074544925,moderate
2023-01-01 14:18:00,334.82,1.29,117.48,3.1465,305.16,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.6104897826859,moderate
2023-01-01 14:19:00,338.71,1.289,117.5,3.181,308.17,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.84304063452812,moderate
2023-01-01 14:20:00,322.54,1.3088,117.52,3.0549,290.46,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,63.249786749123885,moderate
2023-01-01 14:21:00,323.96,1.3301,117.66,3.0569,292.13,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,59.382694986078626,moderate
